text,model,type,origin
"Ministério da Previdência Social
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de pagamento 2100
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
INSS Guia da Previdência Social GPS",GuiaGPS,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Guia de Arrecadação
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Fundo de Garantia do Tempo de Serviço
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
GFD - Guia do FGTS Digital
Competência da guia FGTS Digital",FGTSDigital,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Período de apuração [DATE] a [DATE]
Guia de Arrecadação - GA
Guia de Arrecadação
Identificação do sujeito passivo [CNPJ]",GARS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de Arrecadação
Estado do Rio Grande Do Sul
Vencimento [DATE] valor total [MONEY]
Guia de Arrecadação - GA
Identificação do sujeito passivo [CNPJ]",GARS,GuiaPagamento,synthetic
"Adiantamento Salarial
Identificação do sujeito passivo [CNPJ]
Declaro ter recebido a importância líquida
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222",Contracheque,Recibo,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais
Contribuição previdenciária CONTRPREV
Código de barras 85640000001234567890123456789012345678901234",DCTFWEB,GuiaPagamento,synthetic
"Programa Gerador do DA5
Período de apuração [DATE] a [DATE]
Documento de Arrecadação do 5imp1es Naciona1
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Receita Federa1 do Brasi1 DA5",SimplesNacional,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
IRRF - Rendimento do trabalho assalariado DCTFWeb
Vencimento [DATE] valor total [MONEY]
Contribuição previdenciária CONTRPREV
Identificação do sujeito passivo [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Recibo de entrega de Escrituração Fisca1 Digita1
1dentificação do sujeito passivo [CNPJ]
Vencimento [DATE] va1or tota1 [MONEY]
5istema Púb1ico de Escrituração Digita1 5PED
Período de apuração [DATE] a [DATE]
EFD 1CM5 1P1 número do recibo
Código de barras 85640000001234567890123456789012345678901234",SPEDFiscal,Recibo,synthetic
"Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação
Período de apuração [DATE] a [DATE]
Estado do Rio Grande Do Sul
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"1dentificação do sujeito passivo [CNPJ]
Documento de Arrecadação de Receitas Federais
1RRF - Rendimento do traba1ho assa1ariado DCTFWeb
Contribuição previdenciária C0NTRPREV
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Ministério da Fazenda Secretaria da Receita Federal do Brasil
Identificação do sujeito passivo [CNPJ]
DARF código da receita 2089
Autenticação bancária 00000.00000 11111.111111 22222.222222
Documento de Arrecadação de Receitas Federais",DARF,GuiaPagamento,synthetic
"Sindicato dos empregados contribuição confederativa
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Identificação do sujeito passivo [CNPJ]
Boleto de contribuição assistencial
Vencimento [DATE] valor total [MONEY]",BoletoSindicato,GuiaPagamento,synthetic
"Presentes os sócios na sede da sociedade
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Ata de reunião pauta 1 aprovação das contas
Período de apuração [DATE] a [DATE]",Desconhecido,Desconhecido,synthetic
"Identificação do sujeito passivo [CNPJ]
Guia de recolhimento municipal
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Boleto de contribuição assistencial
Cedente sindicato código do beneficiário
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Demonstrativo de Resultado
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstração de Resultado
Identificação do sujeito passivo [CNPJ]",DREMensal,Relatorio,synthetic
"Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
As partes acima identificadas têm entre si justo e contratado
Código de barras 85640000001234567890123456789012345678901234
Contrato de prestação de serviços cláusula primeira",Desconhecido,Desconhecido,synthetic
"Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Demonstração de Resultado
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
"Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Boleto de contribuição assistencial
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais
Contribuição previdenciária CONTRPREV
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222",DCTFWEB,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Sistema Público de Escrituração Digital SPED
Período de apuração [DATE] a [DATE]
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",SPEDFiscal,Recibo,synthetic
"Sindicato dos empregados contribuição confederativa
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Cedente sindicato código do beneficiário
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Boleto de contribuição assistencial",BoletoSindicato,GuiaPagamento,synthetic
"Vencimento [DATE] va1or tota1 [MONEY]
Período de apuração [DATE] a [DATE]
EFD 1CM5 1P1 número do recibo
Recibo de entrega de Escrituração Fisca1 Digita1
Código de barras 85640000001234567890123456789012345678901234
5istema Púb1ico de Escrituração Digita1 5PED
1dentificação do sujeito passivo [CNPJ]",SPEDFiscal,Recibo,synthetic
"Guia de recolhimento municipal
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Prefeitura de Porto Alegre
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Código de barras 85640000001234567890123456789012345678901234",ISSPoa,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
DARF código da receita 2089
Documento de Arrecadação de Receitas Federais
Código de barras 85640000001234567890123456789012345678901234
Ministério da Fazenda Secretaria da Receita Federal do Brasil",DARF,GuiaPagamento,synthetic
"Declaro ter recebido a importância líquida
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Adiantamento
Adiantamento Salarial",Contracheque,Recibo,synthetic
"Guia de recolhimento municipal
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Prefeitura de Porto Alegre
ISSQN Imposto Sobre Serviços de Qualquer Natureza",ISSPoa,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
INSS Guia da Previdência Social GPS
Ministério da Previdência Social
Vencimento [DATE] valor total [MONEY]
Código de pagamento 2100",GuiaGPS,GuiaPagamento,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Prefeitura de Porto Alegre
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"Demonstração de Resultado
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Demonstrativo de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222",DREMensal,Relatorio,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Receita Federal do Brasil DAS
Documento de Arrecadação do Simples Nacional
Programa Gerador do DAS",SimplesNacional,GuiaPagamento,synthetic
"INSS Guia da Previdência Social GPS
Código de pagamento 2100
Período de apuração [DATE] a [DATE]
Ministério da Previdência Social
Vencimento [DATE] valor total [MONEY]",GuiaGPS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital
Sistema Público de Escrituração Digital SPED
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]",SPEDFiscal,Recibo,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Boleto de contribuição assistencial
Sindicato dos empregados contribuição confederativa
Cedente sindicato código do beneficiário",BoletoSindicato,GuiaPagamento,synthetic
"Declaro ter recebido a importância líquida
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Adiantamento Salarial
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Adiantamento",Contracheque,Recibo,synthetic
"IRRF - Rendimento do trabalho assalariado DCTFWeb
Identificação do sujeito passivo [CNPJ]
Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Documento de Arrecadação do Simples Nacional
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS
Receita Federal do Brasil DAS",SimplesNacional,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Código de barras 85640000001234567890123456789012345678901234
Contribuição previdenciária CONTRPREV
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
IRRF - Rendimento do trabalho assalariado DCTFWeb",DCTFWEB,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
INSS Guia da Previdência Social GPS
Código de pagamento 2100
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Ministério da Previdência Social",GuiaGPS,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Ministério da Fazenda Secretaria da Receita Federal do Brasil
DARF código da receita 2089",DARF,GuiaPagamento,synthetic
"Contribuição previdenciária CONTRPREV
Vencimento [DATE] valor total [MONEY]
Documento de Arrecadação de Receitas Federais
IRRF - Rendimento do trabalho assalariado DCTFWeb
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234",DCTFWEB,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
DARF código da receita 2089
Código de barras 85640000001234567890123456789012345678901234
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Documento de Arrecadação de Receitas Federais",DARF,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Estado do Rio Grande Do Sul
Guia de Arrecadação
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Guia de Arrecadação - GA
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GARS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Cedente sindicato código do beneficiário
5indicato dos empregados contribuição confederativa
Bo1eto de contribuição assistencia1
Vencimento [DATE] va1or tota1 [MONEY]",BoletoSindicato,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Ministério da Previdência Social
Código de pagamento 2100
INSS Guia da Previdência Social GPS
Período de apuração [DATE] a [DATE]",GuiaGPS,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] valor total [MONEY]
Demonstração de Resultado
Demonstrativo de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222",DREMensal,Relatorio,synthetic
"Período de apuração [DATE] a [DATE]
Guia de Arrecadação
Estado do Rio Grande Do Sul
Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"Adiantamento
Período de apuração [DATE] a [DATE]
Vencimento [DATE] va1or tota1 [MONEY]
Dec1aro ter recebido a importância 1íquida
Autenticação bancária 00000.00000 11111.111111 22222.222222
Adiantamento 5a1aria1",Contracheque,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
Contribuição previdenciária CONTRPREV
Autenticação bancária 00000.00000 11111.111111 22222.222222
IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais",DCTFWEB,GuiaPagamento,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Guia de recolhimento municipal
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Fundo de Garantia do Tempo de Serviço
Período de apuração [DATE] a [DATE]
GFD - Guia do FGTS Digital
Competência da guia FGTS Digital",FGTSDigital,GuiaPagamento,synthetic
"Prefeitura de Porto Alegre
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Sindicato dos empregados contribuição confederativa
Boleto de contribuição assistencial
Cedente sindicato código do beneficiário",BoletoSindicato,GuiaPagamento,synthetic
